,0,1,2
378,201.0,113.0,1942.0
379,198.0,95.0,1943.0
380,198.0,95.0,1943.0
381,196.0,88.0,1944.0
382,203.0,92.0,1943.0
383,201.0,95.0,1942.0
384,185.0,77.0,1943.0
385,203.0,99.0,1942.0
386,196.0,92.0,1943.0
387,190.0,83.0,1943.0
388,196.0,92.0,1942.0
389,196.0,88.0,1942.0
390,173.0,77.0,1942.0
391,201.0,90.0,1941.0
392,208.0,106.0,1940.0
393,196.0,90.0,1941.0
394,198.0,95.0,1943.0
395,188.0,81.0,1942.0
396,208.0,102.0,1944.0
397,183.0,77.0,1944.0
398,203.0,95.0,1941.0
399,190.0,81.0,1943.0
400,206.0,93.0,1944.0
401,208.0,104.0,1943.0
402,196.0,83.0,1943.0
403,188.0,79.0,1941.0
404,193.0,85.0,1941.0
405,185.0,77.0,1945.0
406,213.0,108.0,1942.0
407,196.0,95.0,1944.0
408,203.0,95.0,1929.0
409,198.0,99.0,1942.0
410,208.0,92.0,1944.0
411,203.0,97.0,1942.0
412,201.0,90.0,1944.0
413,185.0,74.0,1944.0
414,203.0,104.0,1943.0
415,185.0,83.0,1941.0
416,196.0,98.0,1944.0
417,190.0,92.0,1944.0
418,196.0,93.0,1944.0
419,201.0,95.0,1944.0
420,211.0,99.0,1945.0
421,196.0,92.0,1943.0
422,208.0,108.0,1943.0
423,193.0,95.0,1944.0
424,206.0,102.0,1941.0
425,201.0,89.0,1945.0
426,208.0,104.0,1943.0
427,193.0,90.0,1945.0
428,203.0,95.0,1944.0
429,190.0,88.0,1943.0
430,185.0,83.0,1943.0
431,203.0,99.0,1945.0
432,201.0,92.0,1943.0
433,198.0,102.0,1943.0
434,183.0,81.0,1942.0
435,188.0,81.0,1944.0
436,201.0,95.0,1944.0
437,196.0,88.0,1944.0
438,196.0,92.0,1943.0
439,190.0,83.0,1944.0
440,193.0,92.0,1945.0
441,206.0,99.0,1944.0
442,203.0,86.0,1943.0
443,190.0,88.0,1944.0
444,196.0,86.0,1944.0
445,198.0,88.0,1944.0
446,185.0,81.0,1939.0
447,201.0,98.0,1944.0
448,206.0,106.0,1946.0
449,185.0,79.0,1946.0
450,213.0,120.0,1945.0
451,196.0,95.0,1946.0
452,208.0,111.0,1946.0
453,196.0,95.0,1946.0
454,201.0,102.0,1945.0
455,196.0,90.0,1945.0
456,206.0,106.0,1945.0
457,201.0,95.0,1944.0
458,203.0,102.0,1946.0
459,203.0,108.0,1946.0
460,190.0,79.0,1946.0
461,193.0,90.0,1946.0
462,211.0,92.0,1946.0
463,213.0,108.0,1946.0
464,213.0,111.0,1946.0
465,190.0,86.0,1946.0
466,203.0,99.0,1946.0
467,196.0,97.0,1946.0
468,211.0,106.0,1945.0
469,193.0,90.0,1945.0
470,208.0,102.0,1945.0
471,201.0,88.0,1943.0
472,196.0,88.0,1947.0
473,201.0,95.0,1945.0
474,201.0,111.0,1946.0
475,198.0,99.0,1945.0
476,190.0,85.0,1944.0
477,218.0,102.0,1947.0
478,188.0,79.0,1947.0
479,196.0,90.0,1946.0
480,190.0,83.0,1947.0
481,190.0,83.0,1945.0
482,198.0,88.0,1947.0
483,190.0,83.0,1946.0
484,190.0,86.0,1946.0
485,201.0,95.0,1947.0
486,203.0,95.0,1942.0
487,203.0,97.0,1947.0
488,201.0,97.0,1945.0
489,190.0,79.0,1946.0
490,201.0,97.0,1947.0
491,196.0,92.0,1948.0
492,198.0,97.0,1946.0
493,196.0,90.0,1947.0
494,208.0,99.0,1946.0
495,206.0,104.0,1947.0
496,208.0,99.0,1948.0
497,190.0,81.0,1947.0
498,190.0,79.0,1945.0
499,188.0,78.0,1947.0
500,198.0,95.0,1947.0
501,185.0,68.0,1948.0
502,196.0,92.0,1947.0
503,208.0,106.0,1948.0
504,206.0,104.0,1948.0
505,201.0,97.0,1947.0
506,193.0,83.0,1946.0
507,216.0,108.0,1947.0
508,203.0,102.0,1949.0
509,198.0,99.0,1948.0
510,206.0,97.0,1948.0
511,206.0,104.0,1948.0
512,211.0,111.0,1947.0
513,201.0,90.0,1947.0
514,208.0,106.0,1948.0
515,211.0,113.0,1948.0
516,196.0,89.0,1947.0
517,206.0,99.0,1948.0
518,196.0,97.0,1948.0
519,196.0,86.0,1948.0
520,175.0,74.0,1948.0
521,201.0,99.0,1948.0
522,193.0,86.0,1948.0
523,190.0,90.0,1948.0
524,208.0,102.0,1948.0
525,198.0,102.0,1944.0
526,206.0,106.0,1945.0
527,196.0,81.0,1948.0
528,198.0,92.0,1948.0
529,203.0,98.0,1948.0
530,206.0,99.0,1948.0
531,188.0,82.0,1945.0
532,190.0,82.0,1948.0
533,193.0,90.0,1948.0
534,190.0,81.0,1950.0
535,190.0,83.0,1949.0
536,188.0,72.0,1949.0
537,201.0,86.0,1948.0
538,196.0,95.0,1948.0
539,203.0,95.0,1947.0
540,185.0,81.0,1948.0
541,206.0,97.0,1949.0
542,211.0,103.0,1948.0
543,201.0,102.0,1949.0
544,203.0,97.0,1947.0
545,183.0,79.0,1948.0
546,188.0,88.0,1949.0
547,193.0,90.0,1949.0
548,201.0,99.0,1947.0
549,206.0,102.0,1948.0
550,203.0,99.0,1948.0
551,206.0,104.0,1949.0
552,193.0,88.0,1948.0
553,201.0,102.0,1949.0
554,196.0,79.0,1948.0
555,213.0,113.0,1949.0
556,190.0,81.0,1948.0
557,196.0,81.0,1949.0
558,203.0,92.0,1948.0
559,203.0,102.0,1949.0
560,196.0,97.0,1950.0
561,188.0,79.0,1948.0
562,188.0,83.0,1949.0
563,185.0,83.0,1949.0
564,188.0,81.0,1950.0
565,185.0,79.0,1950.0
566,196.0,95.0,1947.0
567,196.0,92.0,1942.0
568,201.0,95.0,1950.0
569,203.0,99.0,1949.0
570,190.0,83.0,1946.0
571,188.0,81.0,1950.0
572,198.0,92.0,1950.0
573,196.0,86.0,1949.0
574,198.0,95.0,1950.0
575,208.0,99.0,1950.0
576,201.0,97.0,1950.0
577,201.0,86.0,1946.0
578,183.0,77.0,1949.0
579,198.0,90.0,1949.0
580,203.0,102.0,1945.0
581,196.0,83.0,1950.0
582,211.0,94.0,1950.0
583,206.0,95.0,1951.0
584,193.0,81.0,1950.0
585,203.0,90.0,1950.0
586,203.0,88.0,1950.0
587,201.0,102.0,1950.0
588,183.0,77.0,1950.0
589,190.0,88.0,1949.0
590,208.0,104.0,1951.0
591,208.0,102.0,1950.0
592,203.0,88.0,1950.0
593,185.0,77.0,1950.0
594,196.0,86.0,1950.0
595,198.0,97.0,1950.0
596,198.0,93.0,1950.0
597,193.0,88.0,1950.0
598,198.0,95.0,1947.0
599,206.0,90.0,1951.0
600,206.0,83.0,1951.0
601,196.0,83.0,1951.0
602,206.0,95.0,1951.0
603,201.0,95.0,1951.0
604,201.0,99.0,1951.0
605,193.0,88.0,1947.0
606,198.0,81.0,1951.0
607,190.0,83.0,1951.0
608,198.0,99.0,1950.0
609,201.0,98.0,1951.0
610,183.0,81.0,1951.0
611,203.0,102.0,1950.0
612,190.0,83.0,1949.0
613,203.0,88.0,1951.0
614,193.0,86.0,1950.0
615,190.0,81.0,1951.0
616,208.0,95.0,1952.0
617,203.0,99.0,1951.0
618,213.0,104.0,1951.0
619,188.0,81.0,1928.0
620,206.0,88.0,1951.0
621,188.0,83.0,1951.0
622,190.0,86.0,1951.0
623,196.0,90.0,1950.0
624,198.0,88.0,1950.0
625,185.0,86.0,1945.0
626,203.0,104.0,1951.0
627,185.0,79.0,1951.0
628,201.0,88.0,1950.0
629,213.0,106.0,1950.0
630,208.0,104.0,1943.0
631,203.0,97.0,1948.0
632,196.0,83.0,1951.0
633,193.0,83.0,1950.0
634,196.0,88.0,1952.0
635,193.0,80.0,1954.0
636,218.0,102.0,1952.0
637,206.0,98.0,1951.0
638,211.0,99.0,1949.0
639,201.0,89.0,1951.0
640,196.0,95.0,1951.0
641,183.0,79.0,1952.0
642,198.0,92.0,1954.0
643,190.0,79.0,1952.0
644,198.0,102.0,1952.0
645,203.0,108.0,1951.0
646,208.0,90.0,1950.0
647,206.0,99.0,1950.0
648,190.0,86.0,1952.0
649,183.0,81.0,1952.0
650,201.0,90.0,1951.0
651,203.0,95.0,1952.0
652,208.0,86.0,1952.0
653,193.0,85.0,1945.0
654,198.0,89.0,1950.0
655,213.0,111.0,1951.0
656,193.0,81.0,1952.0
657,183.0,74.0,1951.0
658,198.0,86.0,1952.0
659,183.0,77.0,1955.0
660,190.0,79.0,1953.0
661,206.0,102.0,1951.0
662,201.0,102.0,1951.0
663,196.0,98.0,1944.0
664,201.0,95.0,1951.0
665,196.0,88.0,1952.0
666,193.0,83.0,1952.0
667,206.0,102.0,1953.0
668,190.0,83.0,1951.0
669,188.0,90.0,1947.0
670,203.0,86.0,1951.0
671,183.0,83.0,1951.0
672,211.0,95.0,1952.0
673,188.0,74.0,1952.0
674,193.0,86.0,1952.0
675,201.0,97.0,1952.0
676,201.0,90.0,1950.0
677,198.0,86.0,1953.0
678,201.0,104.0,1951.0
679,193.0,83.0,1952.0
680,206.0,95.0,1954.0
681,196.0,88.0,1953.0
682,201.0,86.0,1951.0
683,201.0,97.0,1953.0
684,206.0,99.0,1953.0
685,196.0,95.0,1953.0
686,206.0,83.0,1954.0
687,211.0,106.0,1951.0
688,203.0,90.0,1950.0
689,193.0,86.0,1951.0
690,208.0,92.0,1953.0
691,196.0,92.0,1953.0
692,206.0,97.0,1952.0
693,190.0,83.0,1944.0
694,196.0,95.0,1953.0
695,198.0,90.0,1953.0
696,201.0,81.0,1951.0
697,193.0,92.0,1952.0
698,193.0,86.0,1954.0
699,183.0,79.0,1951.0
700,190.0,83.0,1953.0
701,196.0,92.0,1942.0
702,213.0,106.0,1953.0
703,190.0,92.0,1953.0
704,208.0,102.0,1953.0
705,198.0,83.0,1953.0
706,190.0,86.0,1951.0
707,203.0,102.0,1953.0
708,188.0,83.0,1948.0
709,190.0,86.0,1953.0
710,203.0,106.0,1950.0
711,211.0,97.0,1952.0
712,208.0,97.0,1953.0
713,203.0,97.0,1953.0
714,188.0,83.0,1955.0
715,206.0,105.0,1954.0
716,201.0,104.0,1953.0
717,190.0,77.0,1949.0
718,203.0,95.0,1953.0
719,198.0,95.0,1952.0
720,198.0,90.0,1953.0
721,206.0,106.0,1952.0
722,190.0,89.0,1953.0
723,203.0,99.0,1953.0
724,188.0,88.0,1953.0
725,188.0,79.0,1953.0
726,201.0,99.0,1954.0
727,185.0,77.0,1952.0
728,211.0,102.0,1955.0
729,203.0,95.0,1952.0
730,193.0,92.0,1953.0
731,190.0,81.0,1950.0
732,203.0,102.0,1951.0
733,206.0,102.0,1945.0
734,201.0,90.0,1955.0
735,188.0,90.0,1946.0
736,190.0,86.0,1954.0
737,188.0,83.0,1953.0
738,193.0,86.0,1950.0
739,183.0,74.0,1947.0
740,203.0,97.0,1952.0
741,203.0,95.0,1955.0
742,183.0,77.0,1944.0
743,206.0,99.0,1944.0
744,196.0,94.0,1956.0
745,188.0,77.0,1955.0
746,198.0,89.0,1954.0
747,208.0,108.0,1949.0
748,208.0,99.0,1948.0
749,208.0,104.0,1954.0
750,190.0,81.0,1954.0
751,211.0,97.0,1946.0
752,206.0,99.0,1952.0
753,193.0,86.0,1952.0
754,201.0,86.0,1954.0
755,201.0,95.0,1950.0
756,193.0,83.0,1954.0
757,188.0,81.0,1953.0
758,193.0,86.0,1954.0
759,193.0,83.0,1950.0
760,203.0,90.0,1953.0
761,201.0,81.0,1952.0
762,218.0,108.0,1949.0
763,208.0,90.0,1951.0
764,201.0,99.0,1953.0
765,206.0,92.0,1954.0
766,206.0,95.0,1953.0
767,201.0,92.0,1953.0
768,193.0,86.0,1953.0
769,206.0,97.0,1949.0
770,188.0,77.0,1954.0
771,211.0,99.0,1952.0
772,206.0,106.0,1948.0
773,193.0,83.0,1954.0
774,206.0,95.0,1951.0
775,211.0,98.0,1950.0
776,198.0,99.0,1946.0
777,206.0,102.0,1954.0
778,190.0,83.0,1952.0
779,196.0,92.0,1949.0
780,206.0,92.0,1952.0
781,198.0,88.0,1952.0
782,206.0,104.0,1954.0
783,185.0,81.0,1951.0
784,193.0,87.0,1952.0
785,208.0,104.0,1952.0
786,190.0,79.0,1953.0
787,206.0,97.0,1952.0
788,201.0,97.0,1954.0
789,190.0,86.0,1953.0
790,185.0,81.0,1946.0
791,196.0,86.0,1952.0
792,211.0,108.0,1950.0
793,198.0,90.0,1951.0
794,203.0,102.0,1956.0
795,208.0,97.0,1949.0
796,208.0,99.0,1953.0
797,213.0,104.0,1953.0
798,198.0,90.0,1955.0
799,211.0,106.0,1948.0
800,203.0,90.0,1950.0
801,208.0,106.0,1949.0
802,185.0,86.0,1953.0
803,203.0,92.0,1953.0
804,193.0,88.0,1953.0
805,203.0,108.0,1955.0
806,185.0,81.0,1949.0
807,196.0,90.0,1949.0
808,190.0,86.0,1952.0
809,198.0,86.0,1954.0
810,196.0,83.0,1953.0
811,188.0,83.0,1951.0
812,183.0,79.0,1946.0
813,203.0,90.0,1954.0
814,193.0,88.0,1950.0
815,193.0,88.0,1954.0
816,170.0,68.0,1953.0
817,185.0,79.0,1950.0
818,193.0,86.0,1955.0
819,201.0,86.0,1954.0
820,183.0,72.0,1953.0
821,193.0,88.0,1952.0
822,211.0,99.0,1955.0
823,216.0,102.0,1952.0
824,198.0,88.0,1954.0
825,183.0,74.0,1943.0
826,183.0,74.0,1943.0
827,188.0,83.0,1951.0
828,196.0,95.0,1947.0
829,185.0,72.0,1954.0
830,190.0,79.0,1955.0
831,201.0,97.0,1955.0
832,208.0,106.0,1954.0
833,190.0,86.0,1955.0
834,188.0,79.0,1954.0
835,201.0,102.0,1953.0
836,198.0,86.0,1953.0
837,188.0,83.0,1955.0
838,188.0,83.0,1952.0
839,201.0,99.0,1955.0
840,198.0,88.0,1953.0
841,198.0,97.0,1955.0
842,173.0,74.0,1948.0
843,201.0,95.0,1954.0
844,190.0,81.0,1955.0
845,203.0,92.0,1931.0
846,201.0,104.0,1954.0
847,213.0,102.0,1955.0
848,201.0,97.0,1954.0
849,208.0,106.0,1954.0
850,188.0,79.0,1955.0
851,198.0,98.0,1955.0
852,183.0,77.0,1954.0
853,201.0,86.0,1952.0
854,198.0,95.0,1955.0
855,196.0,81.0,1955.0
856,203.0,92.0,1944.0
857,190.0,92.0,1954.0
858,201.0,98.0,1956.0
859,185.0,77.0,1955.0
860,201.0,92.0,1956.0
861,206.0,95.0,1955.0
862,188.0,81.0,1955.0
863,208.0,99.0,1955.0
864,203.0,97.0,1955.0
865,198.0,86.0,1954.0
866,190.0,90.0,1954.0
867,203.0,92.0,1955.0
868,203.0,95.0,1954.0
869,203.0,88.0,1955.0
870,188.0,77.0,1955.0
871,206.0,106.0,1955.0
872,203.0,92.0,1955.0
873,196.0,83.0,1955.0
874,193.0,88.0,1956.0
875,216.0,106.0,1955.0
876,201.0,83.0,1955.0
877,198.0,97.0,1954.0
878,211.0,104.0,1955.0
879,185.0,77.0,1955.0
880,180.0,74.0,1955.0
881,190.0,81.0,1956.0
882,206.0,102.0,1955.0
883,190.0,85.0,1954.0
884,201.0,90.0,1955.0
885,180.0,74.0,1956.0
886,185.0,79.0,1954.0
887,198.0,83.0,1957.0
888,193.0,81.0,1955.0
889,198.0,86.0,1956.0
890,201.0,97.0,1956.0
891,196.0,86.0,1956.0
892,185.0,81.0,1956.0
893,196.0,77.0,1956.0
894,208.0,99.0,1956.0
895,211.0,113.0,1956.0
896,211.0,127.0,1955.0
897,201.0,99.0,1956.0
898,206.0,102.0,1955.0
899,198.0,88.0,1956.0
900,188.0,79.0,1956.0
901,196.0,92.0,1956.0
902,188.0,83.0,1956.0
903,208.0,102.0,1954.0
904,203.0,99.0,1956.0
905,198.0,88.0,1956.0
906,183.0,81.0,1955.0
907,198.0,88.0,1955.0
908,201.0,99.0,1956.0
909,208.0,108.0,1956.0
910,198.0,83.0,1956.0
911,201.0,92.0,1955.0
912,183.0,83.0,1956.0
913,196.0,88.0,1956.0
914,183.0,72.0,1955.0
915,201.0,97.0,1956.0
916,201.0,95.0,1955.0
917,198.0,92.0,1956.0
918,196.0,90.0,1956.0
919,190.0,92.0,1956.0
920,198.0,85.0,1955.0
921,211.0,104.0,1956.0
922,198.0,95.0,1955.0
923,201.0,104.0,1955.0
924,198.0,90.0,1957.0
925,201.0,95.0,1957.0
926,201.0,104.0,1944.0
927,201.0,86.0,1957.0
928,208.0,102.0,1955.0
929,190.0,79.0,1955.0
930,201.0,97.0,1956.0
